Squad,Season,Opposition,Numbers,Call,CallType,Setup,Movement,Area,Drive,Crusaders,Transfer,Flyby,Hooker,Jumper,Won
1st,2024/25,Twickenham,7,A*,New,A,Jump,Middle,True,False,False,,George,John,True
1st,2024/25,Twickenham,7,A3,New,A,Dummy,Middle,False,False,False,,Ben,Sam,False
1st,2024/25,Twickenham,7,A*,New,A,Jump,Middle,False,False,False,,Ben,John,True
1st,2024/25,Twickenham,7,C1,New,C,Move,Back,False,False,False,,Ben,Sam,True
1st,2024/25,Twickenham,4,Snap,4-man only,,Jump,Front,True,False,False,,Ben,John,True
1st,2024/25,Hove,7,A3,New,A,Dummy,Middle,True,False,False,,Reggie,Sam,True
1st,2024/25,Hove,4,,Other,,Jump,Back,True,False,False,,Reggie,Sam,True
1st,2024/25,Hove,7,A*,New,A,Jump,Middle,False,False,False,,Reggie,John,False
1st,2024/25,Hove,7,H1,New,H,Jump,Back,False,False,False,,Reggie,Sam,True
1st,2024/25,Hove,7,C1,New,C,Move,Back,False,False,False,,Reggie,Sam,True
1st,2024/25,Hove,7,C3,New,C,Dummy,Middle,False,False,False,,Reggie,Ryland,False
1st,2024/25,Hove,7,C1,New,C,Move,Back,False,False,False,,Reggie,Sam,False
1st,2024/25,Hove,7,H3,New,H,Jump,Middle,True,False,False,,Reggie,John,True
1st,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,Ben,Tom M,True
1st,2024/25,Eastbourne,7,A2,New,A,Dummy,Front,False,False,False,,Ben,Ryland,False
1st,2024/25,Eastbourne,7,C1,New,C,Move,Back,False,False,False,,Ben,Sam,True
1st,2024/25,Eastbourne,7,C3,New,C,Dummy,Middle,False,False,False,,Ben,Tom M,False
1st,2024/25,Eastbourne,5,C2,New,C,Move,Front,False,False,False,,Ben,Ryland,True
1st,2024/25,Eastbourne,7,H1,New,H,Jump,Back,False,False,False,,Ben,Sam,True
1st,2024/25,Eastbourne,5,C2,New,C,Move,Front,False,False,False,,Ben,Ryland,True
1st,2024/25,Eastbourne,7,A3,New,A,Dummy,Middle,False,False,False,,Ben,Oscar,True
1st,2024/25,Eastbourne,7,C*,New,C,Jump,Middle,False,False,False,,Ben,Oscar,True
1st,2024/25,Eastbourne,7,C3,New,C,Dummy,Middle,True,False,False,,Ben,Tom M,True
1st,2024/25,Eastbourne,7,A3,New,A,Dummy,Middle,False,False,False,,Ben,Sam,True
1st,2024/25,Eastbourne,7,C1,New,C,Move,Back,False,False,False,,Ben,Sam,True
1st,2024/25,Eastbourne,7,C1,New,C,Move,Back,False,False,False,,Ben,Sam,True
1st,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,True,False,False,,Ben,Tom M,True
2nd,2022/23,Eastbourne,6,,Other,,Jump,Back,False,False,False,,George,Jules,True
2nd,2022/23,Eastbourne,6,Matlow,Old,,Jump,Front,False,False,False,,George,Josh B,True
2nd,2022/23,Eastbourne,5,,Other,,Jump,Middle,False,False,False,,George,Jules,True
2nd,2022/23,Eastbourne,4,Yes,4-man only,,Move,Back,False,False,False,,George,Rory E,True
2nd,2022/23,Eastbourne,6,,Other,,Jump,Middle,False,False,False,,George,Jules,False
2nd,2022/23,Eastbourne,4,Yes,4-man only,,Move,Back,False,False,False,,George,Rory E,True
2nd,2022/23,Eastbourne,6,,Other,,Jump,Middle,False,False,False,,George,Jules,True
2nd,2022/23,Eastbourne,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Jules,True
2nd,2022/23,Eastbourne,6,,Other,,Jump,Middle,True,False,False,,Rory D,Jules,True
2nd,2022/23,Eastbourne,4,Snap,4-man only,,Jump,Front,False,False,False,,Rory D,Jules,True
2nd,2022/23,Eastbourne,4,Yes,4-man only,,Move,Back,False,False,False,,Rory D,Rory E,True
2nd,2022/23,Eastbourne,4,No,4-man only,,Dummy,Front,False,False,False,,Rory D,Rory E,False
2nd,2022/23,Eastbourne,6,Even,Old,,Jump,Middle,False,False,False,,Rory D,Jules,False
2nd,2022/23,Eastbourne,5,Red,Old,,Jump,Front,False,False,False,,Ben W,Max,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Back,False,False,False,,George,Jules,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Back,False,False,False,,George,Jules,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Back,False,False,False,,George,Jules,False
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Harrison,True
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Harrison,True
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Harrison,False
2nd,2022/23,St. Francis,4,Matlow,Old,,Jump,Front,False,False,False,,George,Ben P,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Back,False,False,False,,George,Harrison,False
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Rory D,True
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,False,False,False,,George,Rory D,False
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,True,False,False,,George,Rory D,True
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,False,False,False,,George,Rory D,True
2nd,2022/23,St. Francis,6,Matlow,Old,,Jump,Front,False,False,False,,George,Darren,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Middle,False,False,False,,George,Rory D,False
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Rory D,True
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,True,False,False,,George,Ryland,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Back,False,False,False,,George,Ryland,False
2nd,2022/23,Heathfield & Waldron,6,,Other,,Jump,Middle,True,False,False,,Ben W,Tao,True
2nd,2022/23,Heathfield & Waldron,6,,Other,,Jump,Middle,True,False,False,,Ben W,Tao,True
2nd,2022/23,Heathfield & Waldron,5,Red,Old,,Jump,Front,False,False,False,,Ben W,Harrison,True
2nd,2022/23,Heathfield & Waldron,4,Yes,4-man only,,Move,Middle,False,False,False,,Charlie,Tao,True
2nd,2022/23,Heathfield & Waldron,4,Yes,4-man only,,Move,Middle,False,False,False,,Charlie,Tao,True
2nd,2022/23,Heathfield & Waldron,5,,Other,,Jump,Middle,False,False,False,,Charlie,Tao,True
2nd,2022/23,Heathfield & Waldron,6,,Other,,Jump,Middle,True,False,False,,Charlie,Tao,False
2nd,2022/23,Heathfield & Waldron,5,,Other,,Jump,Middle,False,False,False,,Charlie,Tao,True
2nd,2022/23,Heathfield & Waldron,4,Yes,4-man only,,Move,Middle,False,False,False,,Charlie,Tao,True
2nd,2022/23,Heathfield & Waldron,6,,Other,,Jump,Middle,True,False,False,,Charlie,Tao,False
2nd,2022/23,Heathfield & Waldron,6,,Other,,Jump,Middle,True,False,False,,Charlie,Tao,False
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Middle,False,False,False,,Ben W,Dan A,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Back,False,False,False,,Ben W,Dan A,False
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,True,False,False,,Ben W,Dan A,False
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,Ben W,Max,True
2nd,2022/23,St. Francis,4,Yes,4-man only,,Move,Middle,False,False,False,,Ben W,Dan A,True
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,Ben W,Max,True
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,False,False,False,,Ben W,Dan A,False
2nd,2022/23,St. Francis,4,Snap,4-man only,,Jump,Front,False,False,False,,Dan B,Max,True
2nd,2022/23,St. Francis,4,No,4-man only,,Dummy,Front,False,False,False,,Dan B,Dan A,False
2nd,2022/23,St. Francis,6,,Other,,Jump,Middle,True,False,False,,Morgan,Dan A,True
2nd,2023/24,Uckfield,6,,Other,,Jump,Middle,True,False,False,,Mark,Tom M,True
2nd,2023/24,Uckfield,5,RD,Old,,Dummy,Middle,False,False,False,,Mark,Tom M,True
2nd,2023/24,Uckfield,6,,Other,,Jump,Middle,True,False,False,,Mark,Tom M,True
2nd,2023/24,Uckfield,5,RD,Old,,Dummy,Middle,False,False,False,,Mark,Tom M,True
2nd,2023/24,Uckfield,5,Red,Old,,Jump,Front,False,False,False,,George,Rory,True
2nd,2023/24,Uckfield,5,,Other,,Jump,Middle,False,False,False,,George,Tom M,True
2nd,2023/24,Uckfield,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Tom M,True
2nd,2023/24,Uckfield,7,,Other,,Jump,Middle,False,False,False,,George,Tom M,True
2nd,2023/24,Uckfield,5,,Other,,Jump,Middle,False,False,False,,Mark,Tom M,True
2nd,2023/24,Uckfield,5,RD,Old,,Dummy,Middle,True,False,False,,Mark,Tom M,True
2nd,2023/24,Uckfield,5,,Other,,Jump,Middle,False,False,False,,George,Tom M,True
2nd,2023/24,Uckfield,6,,Other,,Jump,Middle,False,False,False,,George,Tom M,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Shoreham,5,RD,Old,,Dummy,Middle,False,False,False,,George,Tim,False
2nd,2023/24,Shoreham,6,Even,Old,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,5,Even,Old,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,4,Yes,4-man only,,Move,Back,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,5,Red,Old,,Jump,Front,False,False,False,,George,Dan A,True
2nd,2023/24,Holbrook,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,4,Yes,4-man only,,Move,Back,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,4,Yes,4-man only,,Move,Back,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,5,,Other,,Jump,Middle,False,False,False,,George,Tim,True
2nd,2023/24,Holbrook,6,,Other,,Jump,Middle,True,False,False,,George,Tim,True
2nd,2023/24,Holbrook,5,,Other,,Jump,Middle,False,False,False,,George,Tim,False
2nd,2023/24,Holbrook,4,Yes,4-man only,,Move,Back,False,False,False,,George,Tim,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Back,False,False,False,,George,Pete,True
2nd,2023/24,Shoreham,4,Yes,4-man only,,Move,Back,False,False,False,,George,Tom B,False
2nd,2023/24,Shoreham,6,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Pete,False
2nd,2023/24,Shoreham,6,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Shoreham,6,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Shoreham,6,,Other,,Jump,Middle,False,False,False,,George,Pete,False
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Shoreham,5,,Other,,Jump,Middle,False,False,False,,George,Tom B,False
2nd,2023/24,Shoreham,6,,Other,,Jump,Middle,True,False,False,,George,Tom B,True
2nd,2023/24,Heathfield & Waldron,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Heathfield & Waldron,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Heathfield & Waldron,4,Snap,4-man only,,Jump,Front,False,False,False,,George,Rory,True
2nd,2023/24,Heathfield & Waldron,6,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Heathfield & Waldron,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Heathfield & Waldron,4,,Other,,Jump,Back,False,False,False,,George,Rory,True
2nd,2023/24,Heathfield & Waldron,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Hellingly,7,C1,New,C,Move,Back,False,False,False,,George,Tom B,True
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Pete,False
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Pete,False
2nd,2023/24,Hellingly,5,,Other,,Jump,Middle,False,False,False,,George,Tim,False
2nd,2023/24,Midhurst,4,Yes,4-man only,,Move,Back,False,False,False,,George,Pete,True
2nd,2023/24,Midhurst,7,C1,New,C,Move,Back,False,False,False,,George,Harrison,False
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Midhurst,7,H3,New,H,Jump,Middle,False,False,False,,George,Pete,False
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Will,False
2nd,2023/24,Midhurst,5,Red,Old,,Jump,Front,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,5,Red,Old,,Jump,Front,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,5,Red,Old,,Jump,Front,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,7,H3,New,H,Jump,Middle,False,False,False,,George,Pete,True
2nd,2023/24,Midhurst,7,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Midhurst,7,,Other,,Jump,Middle,True,False,False,,George,Pete,True
2nd,2023/24,Midhurst,7,,Other,,Jump,Middle,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,5,,Other,,Jump,Middle,False,False,False,,George,Will,True
2nd,2023/24,Midhurst,7,,Other,,Jump,Middle,True,False,False,,George,Will,True
2nd,2024/25,Warlingham,7,C2,New,C,Move,Front,False,False,False,,George,Oscar,True
2nd,2024/25,Warlingham,7,C1,New,C,Move,Back,False,False,False,,George,Pete,True
2nd,2024/25,Warlingham,7,C*,New,C,Jump,Middle,False,False,False,,George,Will,False
2nd,2024/25,Warlingham,7,C*,New,C,Jump,Middle,False,False,False,,George,Will,False
2nd,2024/25,Warlingham,5,C3,New,C,Dummy,Middle,False,False,False,,George,Will,True
2nd,2024/25,Warlingham,7,A2,New,A,Dummy,Front,False,False,False,,George,Tom B,True
2nd,2024/25,Warlingham,7,A2,New,A,Dummy,Front,True,False,False,,George,Tom B,True
2nd,2024/25,Warlingham,5,C*,New,C,Jump,Middle,False,False,False,,George,Sam,True
2nd,2024/25,Warlingham,5,C*,New,C,Jump,Middle,False,False,False,,George,Sam,True
2nd,2024/25,Warlingham,7,C3,New,C,Dummy,Middle,False,False,False,,George,Sam,True
2nd,2024/25,Warlingham,7,A3,New,A,Dummy,Middle,True,False,False,,George,Sam,True
2nd,2024/25,Warlingham,5,C3,New,C,Dummy,Middle,False,False,False,,Ben T,Will,True
2nd,2024/25,Warlingham,7,A3,New,A,Dummy,Middle,False,False,False,,Ben T,Will,True
2nd,2024/25,Eastbourne,7,C2,New,C,Move,Front,True,False,False,,Harrison,John,True
2nd,2024/25,Eastbourne,7,C2,New,C,Move,Front,False,False,False,,Harrison,John,True
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,John,True
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,Ben P,John,True
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,Ben P,John,False
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,Ben P,John,False
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,True,False,False,,Harrison,Pete,True
2nd,2024/25,Eastbourne,7,C1,New,C,Move,Back,False,False,False,,Harrison,Oscar,True
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Pete,True
2nd,2024/25,Eastbourne,7,A2,New,A,Dummy,Front,False,False,False,,Harrison,Rory,True
2nd,2024/25,Eastbourne,7,C3,New,C,Dummy,Middle,False,False,False,,Harrison,Pete,False
2nd,2024/25,Eastbourne,7,C3,New,C,Dummy,Middle,False,False,False,,Harrison,Daan,False
2nd,2024/25,Eastbourne,7,H2,New,H,Jump,Front,False,False,False,,Harrison,Rory,False
2nd,2024/25,Eastbourne,7,H2,New,H,Jump,Front,False,False,False,,Harrison,Michael,False
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,,Oscar,False
2nd,2024/25,Eastbourne,7,H3,New,H,Jump,Middle,False,False,False,,,Pete,False
2nd,2024/25,Eastbourne,7,H2,New,H,Jump,Front,True,False,False,,,Rory,True
2nd,2024/25,Old Rutlishians,4,No,4-man only,,Dummy,Front,False,False,False,,Harrison,Pete,True
2nd,2024/25,Old Rutlishians,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Pete,False
2nd,2024/25,Old Rutlishians,5,Red,Old,,Jump,Front,False,False,False,,Harrison,Rory,False
2nd,2024/25,Old Rutlishians,5,RD,Old,,Dummy,Middle,False,False,False,,Harrison,Pete,True
2nd,2024/25,Old Rutlishians,4,Snap,4-man only,,Jump,Front,False,False,False,,Harrison,Pete,False
2nd,2024/25,Old Rutlishians,5,,Other,,Jump,Middle,False,False,False,,Harrison,Pete,False
2nd,2024/25,Newick,7,H3,New,H,Jump,Middle,True,False,False,,Harrison,Pete,True
2nd,2024/25,Newick,7,C*,New,C,Jump,Middle,True,False,False,,Harrison,Pete,True
2nd,2024/25,Newick,7,C3,New,C,Dummy,Middle,False,False,False,,Harrison,Pete,False
2nd,2024/25,Newick,7,C2,New,C,Move,Front,False,False,False,,Harrison,Nathan,True
2nd,2024/25,Newick,7,A3,New,A,Dummy,Middle,True,False,False,,Harrison,Oscar,True
2nd,2024/25,Newick,7,A2,New,A,Dummy,Front,True,False,False,,Harrison,Nathan,True
2nd,2024/25,Newick,7,A3,New,A,Dummy,Middle,False,False,False,,Harrison,Oscar,True
2nd,2024/25,Newick,7,A3,New,A,Dummy,Middle,False,False,False,,Harrison,Oscar,True
2nd,2024/25,Newick,7,A3,New,A,Dummy,Middle,False,False,False,,Harrison,Oscar,True
2nd,2024/25,Newick,7,A3,New,A,Dummy,Middle,False,False,False,,Harrison,Oscar,True
2nd,2024/25,Newick,7,C3,New,C,Dummy,Middle,False,False,False,,Harrison,Pete,True
2nd,2024/25,Newick,7,C3,New,C,Dummy,Middle,False,False,False,,Reggie,Pete,True
2nd,2024/25,Newick,7,C3,New,C,Dummy,Middle,False,False,False,,Reggie,Pete,True
2nd,2024/25,Newick,7,,Other,,Jump,Back,False,False,False,,,,False
2nd,2024/25,Newick,7,A2,New,A,Dummy,Front,True,False,False,,Reggie,Nathan,True
2nd,2024/25,Newick,7,A3,New,A,Dummy,Middle,False,False,False,,Reggie,Oscar,True
2nd,2024/25,Newick,7,C3,New,C,Dummy,Middle,False,False,False,,Reggie,Oscar,False
2nd,2024/25,Newick,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Oscar,True
2nd,2024/25,Newick,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Oscar,False
2nd,2024/25,Barns Green,5,,Other,,Jump,Back,False,False,False,,Reggie,Will,False
2nd,2024/25,Barns Green,7,H2,New,H,Jump,Front,False,False,False,,Reggie,Tom B,False
2nd,2024/25,Barns Green,5,C2 / Red,Other,C,Jump,Front,False,False,False,,Reggie,Tom B,False
2nd,2024/25,Barns Green,5,C2 / Red,Other,C,Jump,Front,False,False,False,,Reggie,Tom B,True
2nd,2024/25,Barns Green,5,C2 / Red,Other,C,Jump,Front,False,False,False,,Reggie,Tom B,True
2nd,2024/25,Barns Green,5,C2 / Red,Other,C,Jump,Front,False,False,False,,Reggie,Tom B,True
2nd,2024/25,Barns Green,5,C2 / Red,Other,C,Jump,Front,False,False,False,,Reggie,Will,True
2nd,2024/25,Barns Green,5,,Other,,Jump,Middle,False,False,False,,Reggie,Will,False
2nd,2024/25,Barns Green,5,,Other,,Jump,Middle,False,False,False,,Reggie,Will,False
2nd,2024/25,Barns Green,5,Red,Old,,Jump,Front,False,False,False,,Reggie,Jules,True
2nd,2024/25,Barns Green,5,,Other,,Jump,Middle,False,False,False,,Reggie,Will,True
2nd,2024/25,Barns Green,5,Red,Old,,Jump,Front,False,False,False,,Reggie,Jules,True
2nd,2024/25,Barns Green,5,Red,Old,,Jump,Front,False,False,False,,,Jules,False
2nd,2024/25,Barns Green,5,Red,Old,,Jump,Front,True,False,False,,,Will,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Paddy,False
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Paddy,True
2nd,2024/25,Burgess Hill,7,H1,New,H,Jump,Back,False,False,False,,Reggie,Josh W,True
2nd,2024/25,Burgess Hill,7,H2,New,H,Jump,Front,False,False,False,,Reggie,Rory,False
2nd,2024/25,Burgess Hill,7,H2,New,H,Jump,Front,False,False,False,,Reggie,Rory,True
2nd,2024/25,Burgess Hill,7,H1,New,H,Jump,Back,False,False,False,,Reggie,Josh W,False
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,True,False,False,,Reggie,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,True,False,False,,Reggie,Paddy,True
2nd,2024/25,Burgess Hill,7,H1,New,H,Jump,Back,False,False,False,,Reggie,Josh W,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Reggie,Paddy,False
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Paddy,False
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Paddy,True
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,False,False,False,,Harrison,Paddy,False
2nd,2024/25,Burgess Hill,7,H3,New,H,Jump,Middle,True,False,False,,Harrison,Paddy,True
2nd,2024/25,Jersey Royals,5,,Other,,Jump,Middle,False,False,False,,Harrison,Rory,True
2nd,2024/25,Jersey Royals,4,Snap,4-man only,,Jump,Front,False,False,False,,Harrison,Brack,True
2nd,2024/25,Jersey Royals,4,,Other,,Jump,Back,False,False,False,,George,Rory,True
2nd,2024/25,Jersey Royals,4,,Other,,Jump,Back,False,False,False,,George,Rory,True
2nd,2024/25,Jersey Royals,5,,Other,,Jump,Middle,False,False,False,,Harrison,Rory,False
2nd,2024/25,Jersey Royals,5,Red,Old,,Jump,Front,True,False,False,,Harrison,Ed,True
2nd,2024/25,Jersey Royals,5,,Other,,Jump,Middle,False,False,False,,Harrison,Rory,True
2nd,2024/25,Old Caterhamians,5,,Other,,Jump,Middle,False,False,False,,Harrison,Tim,True
2nd,2024/25,Old Caterhamians,5,,Other,,Jump,Middle,False,False,False,,Harrison,Tim,True
2nd,2024/25,Old Caterhamians,4,,Other,,Jump,Back,False,False,False,,Harrison,Tim,False
2nd,2024/25,Old Caterhamians,5,,Other,,Jump,Middle,False,False,False,,Mark,Tim,True
